Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts
D,256,Muñoz,5.5,5.5,CRY,90,3.87,90,5.04,90,4.14,90,6.83,90,4.66,90,4.24,90,4.58,90,4.61,90,3.86,90,4.8,90,4.74,90,4.62,90,4.82,90,5.17,90,4.25,90,4.22,90,5.35,90,5.17,90,4.73
D,257,Lacroix,5.0,5.0,CRY,90,3.61,90,4.36,90,3.81,90,5.44,90,4.23,90,3.86,90,4.29,90,4.09,90,3.71,90,4.17,90,4.22,90,4.22,90,4.25,90,4.71,90,3.95,90,3.84,90,4.65,90,4.45,90,4.24
D,258,Mitchell,5.0,5.0,CRY,90,3.18,90,4.11,90,3.4,90,5.38,90,3.85,90,3.46,90,3.87,90,3.73,90,3.26,90,3.84,90,3.85,90,3.83,90,3.94,90,4.36,90,3.54,90,3.46,90,4.33,90,4.14,90,3.91
D,259,Sosa,5.0,5.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,260,Guéhi,4.5,4.5,CRY,90,3.09,90,3.97,90,3.3,90,5.15,90,3.74,90,3.36,90,3.78,90,3.61,90,3.19,90,3.7,90,3.72,90,3.72,90,3.81,90,4.25,90,3.44,90,3.35,90,4.18,90,3.98,90,3.79
D,261,Richards,4.5,4.5,CRY,90,3.35,90,4.05,90,3.54,90,5.02,90,3.95,90,3.6,90,4.04,90,3.79,90,3.48,90,3.85,90,3.91,90,3.95,90,3.95,90,4.42,90,3.69,90,3.56,90,4.31,90,4.11,90,3.95
D,262,Chadi Riad,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,263,Clyne,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,264,Holding,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,265,Kporha,4.0,4.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,266,Eze,7.5,7.5,CRY,90,4.61,90,5.65,90,4.78,90,7.86,90,5.11,90,5.07,90,4.78,90,5.35,90,4.33,90,5.67,90,5.44,90,5.03,90,5.41,90,5.21,90,4.72,90,4.89,90,6.0,90,6.01,90,5.18
M,267,Sarr,6.5,6.5,CRY,90,4.2,90,5.28,90,4.38,90,7.33,90,4.72,90,4.58,90,4.36,90,4.93,90,3.93,90,5.24,90,4.99,90,4.63,90,5.03,90,4.85,90,4.32,90,4.51,90,5.53,90,5.55,90,4.82
M,268,Doucouré,5.0,5.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,269,Esse,5.0,5.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,270,Hughes,5.0,5.0,CRY,30,1.08,30,1.03,30,1.07,30,1.2,30,1.09,30,1.16,30,1.12,30,1.1,30,1.09,30,1.11,30,1.13,30,1.1,30,1.06,30,1.08,30,1.08,30,1.05,30,1.16,30,1.15,30,1.05
M,271,Kamada,5.0,5.0,CRY,30,1.03,30,1.11,30,1.04,30,1.45,30,1.09,30,1.14,30,1.08,30,1.11,30,1.01,30,1.16,30,1.14,30,1.09,30,1.1,30,1.1,30,1.04,30,1.04,30,1.22,30,1.21,30,1.07
M,272,Lerma,5.0,5.0,CRY,30,1.14,30,1.08,30,1.12,30,1.2,30,1.15,30,1.2,30,1.17,30,1.15,30,1.14,30,1.16,30,1.18,30,1.16,30,1.11,30,1.14,30,1.14,30,1.11,30,1.2,30,1.18,30,1.1
M,273,Wharton,5.0,5.0,CRY,90,4.18,90,4.08,90,4.16,90,4.64,90,4.24,90,4.41,90,4.3,90,4.27,90,4.17,90,4.33,90,4.36,90,4.27,90,4.16,90,4.22,90,4.19,90,4.13,90,4.49,90,4.44,90,4.11
M,274,Agbinone,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,275,Ahamada,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,276,Devenny,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,277,Ebiowei,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,278,J.Rak-Sakyi,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,279,M.França,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,280,Ozoh,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,281,Rodney,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,282,Umeh,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,283,Mateta,7.5,7.5,CRY,90,3.84,90,4.87,90,4.03,90,6.78,90,4.31,90,4.14,90,3.9,90,4.55,90,3.52,90,4.86,90,4.59,90,4.2,90,4.64,90,4.36,90,3.93,90,4.16,90,5.08,90,5.13,90,4.42
F,284,Nketiah,5.5,5.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,285,Édouard,5.0,5.0,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,286,Marsh,4.5,4.5,CRY,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,287,Pickford,5.5,5.5,EVE,90,3.55,90,3.27,90,3.33,90,3.38,90,2.69,90,3.68,90,3.27,90,2.85,90,3.42,90,3.9,90,3.47,90,3.14,90,3.2,90,2.94,90,3.6,90,2.91,90,3.27,90,3.79,90,3.28
G,288,Travers,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,289,Tyrer,4.0,4.0,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,290,Branthwaite,5.5,5.5,EVE,90,4.54,90,4.14,90,4.18,90,4.04,90,3.51,90,4.43,90,3.93,90,3.53,90,4.34,90,4.94,90,4.18,90,3.91,90,3.92,90,3.75,90,4.27,90,3.59,90,3.96,90,4.64,90,4.0
D,291,Tarkowski,5.5,5.5,EVE,90,5.0,90,4.55,90,4.55,90,4.44,90,3.77,90,4.87,90,4.34,90,3.84,90,4.8,90,5.47,90,4.58,90,4.27,90,4.32,90,4.09,90,4.7,90,3.91,90,4.3,90,5.03,90,4.38
D,292,Mykolenko,5.0,5.0,EVE,90,4.08,90,3.66,90,3.69,90,3.62,90,3.07,90,4.04,90,3.5,90,3.03,90,3.88,90,4.53,90,3.75,90,3.42,90,3.46,90,3.25,90,3.89,90,3.09,90,3.49,90,4.19,90,3.54
D,293,O'Brien,5.0,5.0,EVE,90,3.96,90,3.48,90,3.49,90,3.53,90,2.71,90,3.99,90,3.38,90,2.74,90,3.77,90,4.51,90,3.63,90,3.2,90,3.31,90,2.97,90,3.86,90,2.82,90,3.29,90,4.07,90,3.38
D,294,Coleman,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,295,Keane,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,296,Patterson,4.5,4.5,EVE,90,4.24,90,3.81,90,3.83,90,3.75,90,3.19,90,4.18,90,3.64,90,3.16,90,4.05,90,4.71,90,3.88,90,3.55,90,3.6,90,3.39,90,4.03,90,3.21,90,3.61,90,4.33,90,3.67
D,297,Dixon,4.0,4.0,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,298,Welch,4.0,4.0,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,299,Ndiaye,6.5,6.5,EVE,90,5.07,90,4.75,90,4.51,90,4.5,90,4.6,90,4.76,90,4.54,90,4.27,90,5.05,90,5.5,90,4.47,90,4.42,90,4.55,90,4.51,90,4.68,90,4.28,90,4.21,90,4.54,90,4.43
M,300,McNeil,6.0,6.0,EVE,90,4.86,90,4.61,90,4.42,90,4.33,90,4.57,90,4.54,90,4.38,90,4.26,90,4.83,90,5.18,90,4.33,90,4.35,90,4.42,90,4.46,90,4.45,90,4.24,90,4.15,90,4.41,90,4.32
M,301,Alcaraz,5.5,5.5,EVE,90,4.74,90,4.46,90,4.25,90,4.22,90,4.39,90,4.46,90,4.26,90,4.06,90,4.71,90,5.11,90,4.21,90,4.17,90,4.27,90,4.27,90,4.38,90,4.05,90,3.98,90,4.28,90,4.17
M,302,Gana,5.5,5.5,EVE,90,4.2,90,4.14,90,4.09,90,3.86,90,4.25,90,3.92,90,3.91,90,4.07,90,4.15,90,4.22,90,3.91,90,4.05,90,3.99,90,4.15,90,3.83,90,4.03,90,3.94,90,4.02,90,3.96
M,303,Garner,5.0,5.0,EVE,90,4.04,90,3.94,90,3.87,90,3.66,90,4.15,90,3.75,90,3.71,90,3.85,90,3.98,90,4.11,90,3.7,90,3.83,90,3.78,90,3.96,90,3.67,90,3.81,90,3.69,90,3.8,90,3.73
M,304,Iroegbunam,5.0,5.0,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,305,Armstrong,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,306,Bates,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,307,Ebere,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,308,Heath,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,309,Metcalfe,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,310,Barry,6.0,6.0,EVE,30,1.35,30,1.2,30,1.09,30,1.19,30,0.94,30,1.29,30,1.2,30,0.95,30,1.36,30,1.56,30,1.15,30,1.06,30,1.17,30,1.04,30,1.29,30,0.98,30,1.0,30,1.14,30,1.12
F,311,Beto,5.5,5.5,EVE,60,3.2,60,2.88,60,2.62,60,2.84,60,2.36,60,3.07,60,2.85,60,2.31,60,3.24,60,3.68,60,2.75,60,2.55,60,2.79,60,2.52,60,3.05,60,2.38,60,2.41,60,2.71,60,2.67
F,312,Y.Chermiti,5.0,5.0,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,313,Sherif,4.5,4.5,EVE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,314,Leno,5.0,5.0,FUL,90,2.83,90,3.34,90,2.77,90,3.78,90,3.15,90,2.95,90,2.8,90,3.15,90,2.77,90,3.55,90,3.24,90,4.13,90,2.98,90,3.0,90,3.15,90,3.7,90,3.5,90,3.25,90,2.83
G,315,Benda,4.0,4.0,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,316,Robinson,5.0,5.0,FUL,90,3.62,90,3.96,90,3.32,90,4.66,90,3.85,90,3.51,90,3.5,90,3.7,90,3.4,90,4.22,90,4.0,90,5.13,90,3.82,90,3.55,90,3.71,90,4.41,90,4.08,90,3.93,90,3.41
D,317,Andersen,4.5,4.5,FUL,90,3.59,90,3.88,90,3.31,90,4.5,90,3.78,90,3.49,90,3.47,90,3.68,90,3.38,90,4.14,90,3.99,90,4.91,90,3.76,90,3.51,90,3.64,90,4.35,90,3.99,90,3.89,90,3.38
D,318,Bassey,4.5,4.5,FUL,90,2.8,90,3.28,90,2.58,90,3.92,90,3.1,90,2.79,90,2.7,90,3.03,90,2.62,90,3.55,90,3.26,90,4.37,90,2.99,90,2.85,90,3.03,90,3.74,90,3.46,90,3.21,90,2.66
D,319,Castagne,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,320,Diop,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,321,J.Cuenca,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,322,Tete,4.5,4.5,FUL,90,3.51,90,3.89,90,3.21,90,4.64,90,3.78,90,3.41,90,3.39,90,3.6,90,3.29,90,4.17,90,3.89,90,5.15,90,3.72,90,3.45,90,3.64,90,4.33,90,4.04,90,3.84,90,3.3
D,323,Amissah,4.0,4.0,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,324,Iwobi,6.5,6.5,FUL,90,3.84,90,3.98,90,3.58,90,4.75,90,4.12,90,3.66,90,3.76,90,3.59,90,3.69,90,4.1,90,3.72,90,5.31,90,4.04,90,3.7,90,3.91,90,3.93,90,4.1,90,3.85,90,3.68
M,325,Smith Rowe,6.0,6.0,FUL,60,2.2,60,2.41,60,2.06,60,2.95,60,2.48,60,2.14,60,2.16,60,2.11,60,2.12,60,2.49,60,2.16,60,3.36,60,2.36,60,2.19,60,2.35,60,2.36,60,2.51,60,2.28,60,2.14
M,326,Adama,5.5,5.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,327,Andreas,5.5,5.5,FUL,30,1.07,30,1.17,30,0.98,30,1.48,30,1.22,30,1.02,30,1.04,30,1.0,30,1.02,30,1.22,30,1.03,30,1.7,30,1.16,30,1.05,30,1.14,30,1.14,30,1.23,30,1.1,30,1.03
M,328,Sessegnon,5.5,5.5,FUL,60,2.69,60,2.56,60,2.5,60,2.91,60,2.69,60,2.49,60,2.63,60,2.43,60,2.57,60,2.61,60,2.58,60,3.14,60,2.76,60,2.48,60,2.53,60,2.57,60,2.55,60,2.57,60,2.53
M,329,Wilson,5.5,5.5,FUL,30,1.12,30,1.23,30,1.03,30,1.55,30,1.28,30,1.07,30,1.1,30,1.05,30,1.08,30,1.27,30,1.08,30,1.79,30,1.22,30,1.1,30,1.2,30,1.19,30,1.28,30,1.16,30,1.08
M,330,Berge,5.0,5.0,FUL,90,3.6,90,3.28,90,3.37,90,3.49,90,3.39,90,3.32,90,3.51,90,3.26,90,3.45,90,3.32,90,3.48,90,3.61,90,3.58,90,3.27,90,3.25,90,3.36,90,3.23,90,3.37,90,3.37
M,331,Cairney,5.0,5.0,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,332,Lukić,5.0,5.0,FUL,90,3.74,90,3.5,90,3.48,90,3.87,90,3.64,90,3.46,90,3.64,90,3.39,90,3.58,90,3.57,90,3.6,90,4.11,90,3.77,90,3.43,90,3.47,90,3.55,90,3.5,90,3.55,90,3.51
M,333,Godo,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,334,Harris,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,335,King,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,336,Reed,4.5,4.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,337,Raúl,6.5,6.5,FUL,90,4.02,90,4.48,90,3.78,90,5.62,90,4.7,90,3.94,90,3.98,90,3.82,90,3.92,90,4.6,90,3.84,90,6.46,90,4.4,90,4.06,90,4.42,90,4.23,90,4.7,90,4.19,90,3.96
F,338,Muniz,5.5,5.5,FUL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,339,Meslier,4.5,4.5,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,340,Cairns,4.0,4.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,341,Darlow,4.0,4.0,LEE,90,2.77,90,2.09,90,2.3,90,2.26,90,2.42,90,2.33,90,2.52,90,2.9,90,2.78,90,2.09,90,2.38,90,2.48,90,1.99,90,2.3,90,2.07,90,2.09,90,2.36,90,3.03,90,1.86
D,342,Bogle,4.5,4.5,LEE,90,3.17,90,2.19,90,2.54,90,2.46,90,2.74,90,2.64,90,3.02,90,3.32,90,3.2,90,2.39,90,2.61,90,2.72,90,2.04,90,2.47,90,2.36,90,2.35,90,2.59,90,3.79,90,2.08
D,343,Struijk,4.5,4.5,LEE,60,2.05,60,1.47,60,1.64,60,1.62,60,1.8,60,1.71,60,1.95,60,2.15,60,2.03,60,1.6,60,1.69,60,1.74,60,1.37,60,1.59,60,1.58,60,1.56,60,1.66,60,2.42,60,1.39
D,344,Bijol,4.0,4.0,LEE,30,0.93,30,0.65,30,0.73,30,0.73,30,0.81,30,0.76,30,0.88,30,0.98,30,0.92,30,0.71,30,0.75,30,0.77,30,0.6,30,0.7,30,0.7,30,0.69,30,0.74,30,1.1,30,0.61
D,345,Bornauw,4.0,4.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,346,Byram,4.0,4.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,347,Gudmundsson,4.0,4.0,LEE,90,2.91,90,1.8,90,2.26,90,2.12,90,2.42,90,2.34,90,2.74,90,3.07,90,3.0,90,1.97,90,2.34,90,2.51,90,1.65,90,2.21,90,1.94,90,1.96,90,2.35,90,3.56,90,1.57
D,348,Rodon,4.0,4.0,LEE,90,3.33,90,2.58,90,2.71,90,2.76,90,2.98,90,2.8,90,3.07,90,3.47,90,3.21,90,2.69,90,2.8,90,2.82,90,2.39,90,2.65,90,2.64,90,2.6,90,2.71,90,3.67,90,2.38
D,349,Schmidt,4.0,4.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,350,Aaronson,5.5,5.5,LEE,60,2.2,60,1.94,60,2.19,60,2.04,60,2.15,60,2.23,60,2.45,60,2.21,60,2.35,60,2.17,60,2.13,60,2.19,60,2.0,60,2.12,60,2.19,60,2.2,60,2.2,60,2.72,60,2.18
M,351,Gnonto,5.5,5.5,LEE,90,3.86,90,3.37,90,3.85,90,3.57,90,3.75,90,3.92,90,4.3,90,3.87,90,4.14,90,3.76,90,3.74,90,3.87,90,3.48,90,3.73,90,3.8,90,3.83,90,3.88,90,4.79,90,3.73
M,352,Harrison,5.5,5.5,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,353,James,5.5,5.5,LEE,90,3.98,90,3.25,90,3.96,90,3.56,90,3.79,90,4.02,90,4.48,90,3.99,90,4.35,90,3.67,90,3.84,90,4.03,90,3.39,90,3.83,90,3.72,90,3.81,90,4.03,90,5.08,90,3.44
M,354,Ampadu,5.0,5.0,LEE,60,2.37,60,2.42,60,2.35,60,2.4,60,2.41,60,2.38,60,2.42,60,2.36,60,2.28,60,2.5,60,2.33,60,2.26,60,2.43,60,2.3,60,2.5,60,2.46,60,2.3,60,2.44,60,2.53
M,355,Greenwood,5.0,5.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,356,Gruev,5.0,5.0,LEE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
