id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
602,Krisztián,Hegyi,Hegyi,19,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,602,67,448,281,0,0
603,El Hadji Malick,Diouf,Diouf,19,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,531,314,586,213,0,0
604,Emerson,Palmieri dos Santos,Emerson,19,2,4.5,76,1.95,2.19,4.14,37.51,2108,2,1,5,41,0,0,0,5,0,0,4,219,420.4,310.9,173.0,90.4,26,0.08,0.0,0.09,0.17,1.6,1.75,357,140,180,407,1.11,0.21
605,Maximilian,Kilman,Kilman,19,2,4.5,82,1.55,1.19,2.74,59.71,3348,0,1,6,62,0,0,0,5,0,0,5,395,832.6,203.3,149.0,118.8,38,0.04,0.0,0.03,0.07,1.61,1.67,385,168,216,341,1.02,0.16
606,Konstantinos,Mavropanos,Mavropanos,19,2,4.5,45,1.61,0.39,2.00,37.11,2035,0,0,2,39,0,0,0,4,1,0,4,234,497.0,74.9,160.0,73.2,21,0.07,0.0,0.02,0.09,1.64,1.72,406,189,311,553,0.93,0.09
607,Nayef,Aguerd,N.Aguerd,19,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,384,167,498,497,0,0
608,Ollie,Scarles,Scarles,19,2,4.5,29,0.11,0.18,0.29,10.12,659,0,0,2,9,0,0,0,1,0,0,2,98,106.4,54.3,24.0,18.6,7,0.02,0.0,0.02,0.04,1.38,1.23,480,263,256,597,0.96,0.27
609,Jean-Clair,Todibo,Todibo,19,2,4.5,54,0.36,0.06,0.42,29.86,1824,0,0,5,33,0,0,0,3,0,0,1,233,373.0,37.1,35.0,44.5,20,0.02,0.0,0.0,0.02,1.47,1.63,432,215,244,461,0.99,0.25
610,Aaron,Wan-Bissaka,Wan-Bissaka,19,2,4.5,118,1.18,2.75,3.93,56.95,3154,2,6,6,59,1,0,0,1,0,0,15,496,807.4,531.5,188.0,152.7,35,0.03,0.0,0.08,0.11,1.63,1.68,386,169,107,13,1.0,0.17
611,Kaelan,Casey,Casey,19,2,4.0,1,0.00,0.00,0.00,0.09,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,8.1,0.0,621,86,345,186,0.0,0.0
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,3,6.0,80,5.36,3.36,8.72,43.32,2374,4,1,4,50,0,0,0,10,0,0,5,375,433.2,627.7,267.0,132.6,27,0.2,0.0,0.13,0.33,1.64,1.9,93,568,201,250,1.02,0.15
613,Tomáš,Souček,Souček,19,3,6.0,126,6.60,1.27,7.87,44.29,2563,9,2,7,44,0,0,0,8,0,0,15,442,672.6,231.8,643.0,154.0,30,0.23,0.0,0.04,0.27,1.56,1.55,91,566,78,235,1.05,0.25
614,James,Ward-Prowse,Ward-Prowse,19,3,6.0,51,1.59,2.68,4.27,19.29,1433,1,2,5,18,0,0,0,2,1,0,2,293,282.4,378.3,138.0,80.0,17,0.1,0.0,0.17,0.27,1.21,1.13,78,553,240,393,1.07,0.31
615,Crysencio,Summerville,Summerville,19,3,5.5,33,1.61,1.71,3.32,17.58,776,1,1,2,20,0,0,0,2,0,0,2,129,156.4,246.1,186.0,58.7,7,0.19,0.0,0.2,0.39,2.04,2.32,171,517,286,646,0.81,0.23
616,Edson,Álvarez Velázquez,Álvarez,19,3,5.0,40,0.39,0.89,1.28,30.15,1769,0,1,3,31,0,0,0,7,1,0,0,221,281.8,213.9,51.0,54.7,20,0.02,0.0,0.05,0.07,1.53,1.58,252,367,318,443,1.02,0.15
617,Maxwel,Cornet,Cornet,19,3,5.0,1,0.16,0.00,0.16,1.79,71,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,1,0.2,0.0,0.0,0.2,2.27,5.07,218,333,394,534,1.27,0.0
618,Guido,Rodríguez,G.Rodriguez,19,3,5.0,36,0.22,0.17,0.39,20.67,1147,0,1,4,19,0,0,0,6,0,0,0,193,205.4,79.7,29.0,31.5,16,0.02,0.0,0.01,0.03,1.62,1.49,236,351,292,559,1.26,0.31
619,Luis Guilherme,Lira dos Santos,L.Guilherme,19,3,5.0,12,0.42,0.13,0.55,2.61,139,0,0,0,5,0,0,0,0,0,0,0,47,27.6,49.1,32.0,10.8,1,0.27,0.0,0.08,0.35,1.69,3.24,331,446,372,544,0.65,0.0
620,George,Earthy,Earthy,19,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,449,232,529,427,0,0
621,Andy,Irving,Irving,19,3,4.5,9,0.13,0.12,0.25,4.48,161,0,0,0,4,0,0,0,2,0,0,0,38,37.6,26.5,17.0,8.1,1,0.07,0.0,0.07,0.14,2.5,2.24,397,180,380,336,0.56,0.0
622,Lewis,Orford,Orford,19,3,4.5,2,0.03,0.04,0.07,1.23,47,0,0,0,1,0,0,0,0,0,0,0,13,6.4,27.6,6.0,4.0,0,0.06,0.0,0.08,0.14,2.36,1.91,472,255,356,477,0.0,0.0
623,Freddie,Potts,Potts,19,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,445,228,527,243,0,0
624,Jarrod,Bowen,Bowen,19,4,8.0,193,8.60,6.47,15.07,51.12,2974,13,11,8,50,0,0,0,1,0,0,21,678,903.0,737.8,1081.0,271.9,34,0.26,0.0,0.2,0.46,1.55,1.51,11,643,6,10,1.03,0.24
625,Niclas,Füllkrug,Füllkrug,19,4,6.0,42,2.14,0.47,2.61,14.22,783,3,2,2,18,0,0,0,2,0,0,3,152,187.2,173.3,221.0,56.8,6,0.25,0.0,0.05,0.3,1.63,2.07,76,551,213,157,0.69,0.23
626,Callum,Marshall,Marshall,19,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,501,284,566,182,0,0
627,Sam,Johnstone,Johnstone,20,1,4.5,12,0.00,0.00,0.00,12.98,630,0,0,0,17,0,0,0,0,0,23,0,42,193.8,10.0,0.0,20.4,7,0.0,3.29,0.0,0.0,1.85,2.43,354,137,279,423,1.0,0.0
628,José,Malheiro de Sá,José Sá,20,1,4.5,93,0.00,0.01,0.01,42.22,2610,0,0,7,48,0,2,0,2,0,71,4,305,603.4,30.0,0.0,63.4,29,0.0,2.45,0.0,0.0,1.46,1.66,365,148,117,123,1.0,0.24
629,Daniel,Bentley,Bentley,20,1,4.0,9,0.00,0.00,0.00,3.01,180,0,0,1,4,0,0,0,0,0,8,1,29,60.0,0.0,0.0,6.0,2,0.0,4.0,0.0,0.0,1.5,2.0,542,7,18,163,1.0,0.5
630,Tom,King,King,20,1,4.0,1,0.00,0.00,0.00,0.14,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.6,0.0,552,17,337,86,0.0,0.0
631,Emmanuel,Agbadou,Agbadou,20,2,4.5,45,0.90,0.32,1.22,23.12,1410,1,0,4,22,0,0,0,3,0,0,1,223,395.2,57.3,67.0,52.0,16,0.06,0.0,0.02,0.08,1.48,1.4,470,253,156,376,1.02,0.26
632,Matt,Doherty,Doherty,20,2,4.5,75,1.12,1.24,2.36,32.68,2105,2,1,6,38,1,0,0,6,0,0,4,307,502.2,179.9,135.0,81.8,25,0.05,0.0,0.05,0.1,1.4,1.62,350,133,179,429,1.07,0.26
633,Hugo,Bueno López,H.Bueno,20,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,447,230,528,510,0,0
634,Yerson,Mosquera Valdelamar,Mosquera,20,2,4.5,3,0.33,0.03,0.36,5.63,441,0,0,0,12,0,0,0,2,0,0,0,24,110.2,27.3,21.0,16.0,5,0.07,0.0,0.01,0.08,1.15,2.45,464,247,392,528,1.02,0.0
635,Rodrigo,Martins Gomes,R.Gomes,20,2,4.5,42,0.72,0.87,1.59,16.09,794,2,0,1,20,0,0,0,0,0,0,0,183,186.6,180.2,113.0,47.6,7,0.08,0.0,0.1,0.18,1.82,2.27,439,222,281,469,0.79,0.11
636,Santiago,Ignacio Bueno,S.Bueno,20,2,4.5,52,0.45,0.10,0.55,29.40,1678,0,0,5,34,0,0,0,2,0,0,2,174,345.4,15.8,80.0,44.2,18,0.02,0.0,0.01,0.03,1.58,1.82,401,184,269,552,0.97,0.27
637,Toti,Gomes,Toti,20,2,4.5,79,0.73,0.60,1.33,41.65,2613,0,1,8,45,0,0,0,7,0,0,8,370,617.2,144.2,102.0,86.5,30,0.03,0.0,0.02,0.05,1.43,1.55,467,250,182,433,1.03,0.28
638,Ki-Jana,Hoever,Hoever,20,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,581,46,428,185,0,0
639,Bastien,Meupiyou Menadjou,Meupiyou,20,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,636,101,474,256,0,0
640,Pedro,Cardoso de Lima,Pedro Lima,20,2,4.0,2,0.06,0.10,0.16,0.77,69,0,0,0,2,0,0,0,0,0,0,0,9,23.4,34.8,11.0,6.9,1,0.08,0.0,0.13,0.21,1.0,2.61,658,123,389,141,1.3,0.0
641,Alfie,Pond,Pond,20,2,4.0,1,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,620,85,344,128,0.0,0.0
642,Hwang,Hee-chan,Hee Chan,20,3,6.0,37,0.79,0.35,1.14,12.57,646,2,1,0,19,0,0,0,0,0,0,0,130,111.6,72.7,84.0,26.7,5,0.11,0.0,0.05,0.16,1.75,2.65,85,560,277,413,0.7,0.0
643,André,Trindade da Costa Neto,André,20,3,5.5,61,0.41,0.52,0.93,40.79,2472,0,0,7,46,0,0,0,7,0,0,1,436,383.2,285.5,30.0,69.7,31,0.01,0.0,0.02,0.03,1.49,1.67,187,533,276,568,1.13,0.25
644,Jean-Ricner,Bellegarde,Bellegarde,20,3,5.5,90,1.46,2.74,4.20,26.55,1666,2,7,6,31,0,0,0,3,0,0,5,332,355.6,422.8,200.0,97.2,20,0.08,0.0,0.15,0.23,1.43,1.67,150,496,176,500,1.08,0.32
645,Fer,López González,Fer López,20,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,203,549,651,574,0,0
646,João Victor,Gomes da Silva,Gomes,20,3,5.5,87,2.94,2.61,5.55,49.50,2975,3,1,6,59,0,0,0,9,1,0,7,489,513.4,428.9,231.0,117.3,35,0.09,0.0,0.08,0.17,1.5,1.78,170,516,199,473,1.06,0.18
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,3,5.5,62,3.28,0.92,4.20,18.83,979,2,4,3,25,0,0,0,1,0,0,2,187,215.8,213.9,217.0,64.0,10,0.3,0.0,0.08,0.38,1.73,2.3,129,475,234,588,0.92,0.28
648,Marshall,Munetsi,Munetsi,20,3,5.5,50,3.32,1.08,4.39,14.59,1077,2,2,5,11,0,0,0,0,0,0,4,134,176.8,132.9,212.0,52.3,12,0.28,0.0,0.09,0.37,1.22,0.92,161,507,76,578,1.0,0.42
649,Boubacar,Traoré,B.Traore,20,3,5.0,1,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,299,414,371,542,0.0,0.0
650,Tawanda,Chirewa,Chirewa,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,459,242,537,369,0,0
651,Tom,Edozie,Edozie,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,522,305,581,380,0,0
652,Enso,González Medina,Gonzalez,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,520,303,580,306,0,0
653,Joe,Hodge,Hodge,20,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,407,190,504,136,0,0
654,Jørgen,Strand Larsen,Strand Larsen,20,4,6.5,145,10.14,1.00,11.14,43.94,2587,14,4,7,52,0,0,0,4,0,0,17,570,646.8,303.4,848.0,179.5,30,0.35,0.0,0.03,0.38,1.53,1.81,57,601,38,49,1.04,0.24
655,Fábio,Soares Silva,Fábio Silva,20,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,289,404,609,232,0,0
656,Saša,Kalajdžić,Kalajdžić,20,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,278,393,604,361,0,0
657,Leon,Chiwome,Chiwome,20,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,516,299,577,612,0,0
658,Nathan,Fraser,Fraser,20,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,475,258,545,102,0,0
