id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
77,James,Hill,Hill,4,2,4.0,17,0.29,0.25,0.54,8.54,443,0,1,1,9,0,0,0,1,0,0,0,55,97.0,38.4,29.0,16.6,6,0.06,0.0,0.05,0.11,1.73,1.83,592,57,278,221,1.22,0.2
78,Julián,Araujo Zúñiga,J.Araujo,4,2,4.0,12,0.00,0.10,0.10,9.69,492,0,0,0,10,0,0,0,2,0,0,0,20,56.8,30.6,4.0,9.2,7,0.0,0.0,0.02,0.02,1.77,1.83,577,42,340,169,1.28,0.0
79,Chris,Mepham,Mepham,4,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,566,31,415,300,0,0
80,Julio,Soler Barreto,Soler,4,2,4.0,3,0.00,0.00,0.00,0.08,9,0,0,0,1,0,0,0,0,0,0,0,8,2.2,1.8,0.0,0.4,0,0.0,0.0,0.0,0.0,0.8,10.0,640,105,348,283,0.0,0.0
81,Justin,Kluivert,Kluivert,4,3,7.0,158,10.05,3.66,13.71,32.60,2339,12,6,13,29,0,0,0,8,0,0,14,532,700.0,654.1,771.0,212.0,29,0.39,0.0,0.14,0.53,1.25,1.12,30,622,16,51,1.12,0.5
82,Antoine,Semenyo,Semenyo,4,3,7.0,165,9.51,4.43,13.94,44.18,3202,11,7,11,41,0,0,0,9,0,0,14,571,792.2,688.9,1204.0,267.8,36,0.27,0.0,0.12,0.39,1.24,1.15,35,627,22,48,1.01,0.31
83,Dango,Ouattara,O.Dango,4,3,6.0,111,8.42,3.24,11.66,31.96,1998,7,4,7,23,0,0,0,3,0,0,7,432,624.6,496.8,754.0,187.2,21,0.38,0.0,0.15,0.53,1.44,1.04,106,581,89,387,0.95,0.32
84,Marcus,Tavernier,Tavernier,4,3,5.5,87,5.51,3.65,9.16,25.42,1932,3,7,4,29,0,0,0,6,0,0,4,362,447.0,664.8,442.0,155.4,20,0.26,0.0,0.17,0.43,1.18,1.35,135,481,134,286,0.93,0.19
85,Tyler,Adams,Adams,4,3,5.0,58,1.33,0.76,2.09,29.26,1959,0,3,6,30,0,0,0,7,0,0,1,315,411.8,261.2,83.0,75.9,21,0.06,0.0,0.03,0.09,1.34,1.38,241,356,230,431,0.96,0.28
86,David,Brooks,Brooks,4,3,5.0,52,2.58,2.02,4.60,15.03,941,2,1,3,12,0,0,0,3,0,0,2,204,193.6,316.7,300.0,80.4,9,0.25,0.0,0.19,0.44,1.44,1.15,217,332,270,466,0.86,0.29
87,Ryan,Christie,Christie,4,3,5.0,76,2.14,2.90,5.04,30.17,2114,2,3,8,28,0,0,0,9,0,0,5,435,514.0,576.8,303.0,139.6,27,0.09,0.0,0.12,0.21,1.28,1.19,222,337,170,368,1.15,0.34
88,Lewis,Cook,Cook,4,3,5.0,82,0.94,3.76,4.70,45.25,2976,1,4,5,44,0,0,0,8,1,0,3,500,607.0,727.1,114.0,144.9,32,0.03,0.0,0.11,0.14,1.37,1.33,221,336,206,651,0.97,0.15
89,Philip,Billing,Philip,4,3,5.0,10,0.55,0.97,1.52,3.35,176,0,0,0,4,0,0,0,1,0,0,0,52,54.0,102.4,47.0,20.4,1,0.28,0.0,0.5,0.78,1.71,2.05,226,341,367,479,0.51,0.0
90,Alex,Scott,Scott,4,3,5.0,26,0.73,1.00,1.73,10.14,745,0,0,3,8,0,0,0,3,0,0,0,132,141.6,171.6,118.0,43.2,8,0.09,0.0,0.12,0.21,1.22,0.97,315,430,324,480,0.97,0.36
91,Luis,Sinisterra Lucumí,Sinisterra,4,3,5.0,23,1.18,1.29,2.47,4.08,229,1,1,0,4,0,0,0,0,0,0,2,90,112.0,115.3,195.0,42.3,1,0.46,0.0,0.51,0.97,1.6,1.57,264,379,259,340,0.39,0.0
92,Romain,Faivre,Faivre,4,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,419,202,511,240,0,0
93,Hamed,Traorè,H.Traorè,4,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,412,195,505,360,0,0
94,Dominic,Sadi,Sadi,4,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,491,274,558,595,0,0
95,Zain,Silcott-Duberry,Silcott-Duberry,4,3,4.5,1,0.00,0.00,0.00,0.04,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,0,0.0,0.0,0.0,0.0,3.6,0.0,473,256,357,253,0.0,0.0
96,Ben,Winterburn,Winterburn,4,3,4.5,4,0.00,0.00,0.00,0.16,22,0,0,0,0,0,0,0,0,0,0,0,14,2.4,0.2,2.0,0.4,0,0.0,0.0,0.0,0.0,0.65,0.0,526,309,365,600,0.0,0.0
97,Francisco Evanilson,de Lima Barbosa,Evanilson,4,4,7.0,128,12.47,1.74,14.21,26.78,2317,10,5,11,30,0,0,1,1,1,0,20,487,456.0,331.9,966.0,174.8,28,0.48,0.0,0.07,0.55,1.04,1.17,36,628,39,93,1.09,0.43
98,Enes,Ünal,Enes Ünal,4,4,5.5,32,2.73,0.26,2.99,6.38,330,2,1,2,3,0,0,0,2,0,0,4,97,104.0,56.1,207.0,35.9,2,0.74,0.0,0.07,0.81,1.74,0.82,126,472,263,649,0.55,0.55
99,Daniel,Adu-Adjei,Adu-Adjei,4,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,517,300,578,257,0,0
100,Eli Junior,Kroupi,Kroupi.Jr,4,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,499,282,564,140,0,0
101,Caoimhín,Kelleher,Kelleher,5,1,4.5,45,0.00,0.00,0.00,11.09,900,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0.0,22.4,10,0.0,2.7,0.0,0.0,1.11,1.2,379,162,20,9,1.0,0.4
102,Ellery,Balcombe,Balcombe,5,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,569,34,418,315,0,0
103,Matthew,Cox,Cox,5,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,614,79,458,354,0,0
104,Julian,Eyestone,Eyestone,5,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,625,90,464,444,0,0
105,Hákon Rafn,Valdimarsson,Valdimarsson,5,1,4.0,2,0.00,0.00,0.00,1.49,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,1,0.0,1.88,0.0,0.0,0.93,1.25,615,80,342,107,0.62,0.0
106,Nathan,Collins,Collins,5,2,5.0,127,2.44,1.57,4.01,56.31,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,38,0.06,0.0,0.04,0.1,1.48,1.5,280,395,109,166,1.0,0.21
107,Keane,Lewis-Potter,Lewis-Potter,5,2,5.0,94,2.96,4.94,7.90,50.62,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,36,0.09,0.0,0.14,0.23,1.47,1.43,274,389,183,285,1.05,0.23
108,Kristoffer,Ajer,Ajer,5,2,4.5,39,0.97,0.48,1.45,21.70,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,17,0.06,0.0,0.03,0.09,1.36,1.57,374,157,290,426,1.07,0.19
109,Rico,Henry,Henry,5,2,4.5,4,0.00,0.01,0.01,2.16,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0.0,0.0,0.01,0.01,2.07,2.87,376,159,386,399,0.0,0.0
110,Michael,Kayode,Kayode,5,2,4.5,27,0.19,0.70,0.89,6.66,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,6,0.03,0.0,0.12,0.15,1.15,0.86,527,310,218,224,1.03,0.34
111,Ethan,Pinnock,Pinnock,5,2,4.5,47,1.08,0.64,1.72,34.33,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,21,0.05,0.0,0.03,0.08,1.62,1.65,399,182,228,350,0.99,0.09
112,Mads,Roerslev Rasmussen,Roerslev,5,2,4.5,36,0.20,2.09,2.29,21.52,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,11,0.02,0.0,0.17,0.19,1.76,1.64,396,179,254,556,0.9,0.16
113,Sepp,van den Berg,Van den Berg,5,2,4.5,62,2.09,0.52,2.61,44.61,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,29,0.07,0.0,0.02,0.09,1.55,1.71,422,205,243,290,1.01,0.17
114,Benjamin,Arthur,Arthur,5,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,656,121,487,288,0,0
115,Benjamin,Fredrick,Fredrick,5,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,655,120,486,333,0,0
116,Aaron,Hickey,Hickey,5,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,595,60,441,153,0,0
117,Kim,Ji-soo,Ji-soo,5,2,4.0,3,0.00,0.00,0.00,0.32,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0.0,0.0,0.0,0.0,1.03,0.0,639,104,347,331,0.0,0.0
118,Jayden,Meghoma,Meghoma,5,2,4.0,1,0.00,0.00,0.00,0.14,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.0,0.0,0.0,0.0,3.15,0.0,613,78,341,344,0.0,0.0
119,Bryan,Mbeumo,Mbeumo,5,3,8.0,236,12.52,9.24,21.75,55.40,3415,20,9,9,55,0,0,1,3,0,0,29,948,1236.8,1107.5,1060.0,340.8,38,0.33,0.0,0.24,0.57,1.46,1.45,16,648,2,20,1.0,0.24
120,Kevin,Schade,Schade,5,3,7.0,149,8.45,1.75,10.20,30.66,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,26,0.33,0.0,0.07,0.4,1.21,1.34,40,632,55,78,1.03,0.39
121,Mikkel,Damsgaard,Damsgaard,5,3,6.0,131,2.91,7.01,9.92,45.60,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,34,0.09,0.0,0.22,0.31,1.41,1.27,96,571,104,145,1.05,0.34
122,Antoni,Milambo,Milambo,5,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,194,540,647,576,0,0
123,Fábio,Freitas Gouveia Carvalho,Carvalho,5,3,5.0,35,2.49,0.54,3.03,11.46,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,3,0.51,0.0,0.11,0.62,2.33,2.84,271,386,272,314,0.61,0.0
124,Jordan,Henderson,Henderson,5,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,205,320,590,259,0,0
125,Vitaly,Janelt,Janelt,5,3,5.0,73,0.83,2.38,3.21,37.37,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,27,0.03,0.0,0.1,0.13,1.49,1.52,243,358,207,458,1.08,0.24
126,Mathias,Jensen,Jensen,5,3,5.0,38,0.23,1.75,1.98,16.41,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,8,0.02,0.0,0.19,0.21,1.75,1.81,247,362,293,484,0.85,0.21
127,Gustavo,Nunes Fernandes Gomes,Nunes,5,3,5.0,3,0.00,0.00,0.00,0.35,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0.0,0.0,0.0,0.0,2.86,16.36,337,452,374,569,0.0,0.0
128,Frank,Onyeka,Onyeka,5,3,5.0,2,0.00,0.02,0.02,0.69,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0.0,0.0,0.08,0.08,2.7,0.0,277,392,368,564,0.0,0.0
129,Yehor,Yarmoliuk,Yarmoliuk,5,3,5.0,43,0.62,0.91,1.53,26.43,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,15,0.04,0.0,0.06,0.1,1.66,1.57,316,431,320,530,0.94,0.19
130,Romelle,Donovan,Donovan,5,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,525,308,583,507,0,0
131,Yunus Emre,Konak,Konak,5,3,4.5,10,0.15,0.00,0.15,1.79,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0.25,0.0,0.0,0.25,3.04,3.4,534,317,366,489,0.0,0.0
132,Paris,Maghoma,Maghoma,5,3,4.5,8,0.12,0.04,0.16,1.89,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0.1,0.0,0.03,0.13,1.52,0.8,390,173,352,591,0.0,0.0
133,Myles,Peart-Harris,Peart-Harris,5,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,426,209,515,618,0,0
134,Ryan,Trevitt,Trevitt,5,3,4.5,1,0.00,0.00,0.00,0.00,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,518,301,363,616,0.0,0.0
135,Yoane,Wissa,Wissa,5,4,7.5,185,18.58,2.20,20.77,45.12,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,34,0.57,0.0,0.07,0.64,1.39,1.39,19,635,9,34,1.05,0.28
136,Igor Thiago,Nascimento Rodrigues,Thiago,5,4,6.0,9,0.13,0.04,0.17,3.54,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,1,0.07,0.0,0.02,0.09,1.91,2.16,105,580,335,197,0.54,0.0
137,Iwan,Morgan,Morgan,5,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,478,261,548,244,0,0
138,Jason,Steele,Steele,6,1,4.5,9,0.00,0.00,0.00,1.88,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,2,0.0,1.5,0.0,0.0,0.94,0.5,342,125,19,313,1.0,0.5
139,Bart,Verbruggen,Verbruggen,6,1,4.5,103,0.00,0.01,0.01,53.10,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,36,0.0,2.53,0.0,0.0,1.48,1.61,443,226,139,59,1.0,0.19
140,Tom,McGill,McGill,6,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,560,25,411,410,0,0
141,Carl,Rushworth,Rushworth,6,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,596,61,442,434,0,0
142,Kjell,Scherpen,Scherpen,6,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,570,35,419,442,0,0
143,Olivier,Boscagli,Boscagli,6,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,380,163,496,414,0,0
144,Diego,Coppola,Coppola,6,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,489,272,556,487,0,0
145,Maxim,De Cuyper,De Cuyper,6,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,434,217,522,98,0,0
146,Lewis,Dunk,Dunk,6,2,4.5,44,0.81,1.02,1.83,35.69,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,23,0.04,0.0,0.04,0.08,1.54,1.82,348,131,266,212,0.99,0.17
147,Pervis,Estupiñán Tenorio,Estupiñan,6,2,4.5,63,1.09,2.43,3.52,39.85,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,26,0.04,0.0,0.09,0.13,1.49,1.65,381,164,227,79,0.98,0.11
148,Ferdi,Kadıoğlu,F.Kadıoğlu,6,2,4.5,19,0.44,0.31,0.75,9.44,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,5,0.1,0.0,0.07,0.17,2.21,1.87,400,183,118,303,1.17,0.47
149,Igor Julio,dos Santos de Paulo,Igor,6,2,4.5,18,0.05,0.25,0.30,17.21,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,10,0.0,0.0,0.02,0.02,1.62,1.6,393,176,310,526,0.94,0.09
150,Tariq,Lamptey,Lamptey,6,2,4.5,42,0.38,0.80,1.18,15.36,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,10,0.04,0.0,0.08,0.12,1.61,2.21,403,186,154,390,1.05,0.21
151,Jan Paul,van Hecke,Van Hecke,6,2,4.5,87,1.32,1.41,2.73,44.67,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,33,0.04,0.0,0.04,0.08,1.36,1.43,436,219,169,164,1.0,0.21
152,Joël,Veltman,Veltman,6,2,4.5,59,0.47,1.31,1.78,24.83,1694,0,0,6,24,0,0,0,5,0,0,7,249,273.0,147.2,59.0,48.1,19,0.02,0.0,0.07,0.09,1.32,1.28,361,144,152,436,1.01,0.32
153,Adam,Webster,Webster,6,2,4.5,39,0.25,0.28,0.53,14.26,885,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,11,0.03,0.0,0.03,0.06,1.45,1.12,360,143,151,533,1.12,0.41
154,Eiran,Cashin,Cashin,6,2,4.0,1,0.00,0.00,0.00,0.44,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,0,0.0,0.0,0.0,0.0,2.08,9.47,579,44,393,307,0.0,0.0
155,Jacob,Slater,Slater,6,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,648,113,482,346,0,0
156,Charlie,Tasker,Tasker,6,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,629,94,467,351,0,0
157,Mitoma,Kaoru,Mitoma,6,3,6.5,145,9.19,4.03,13.22,37.05,2597,10,5,6,40,0,0,0,1,0,0,12,536,670.6,578.0,856.0,210.7,28,0.32,0.0,0.14,0.46,1.28,1.39,64,608,43,75,0.97,0.21
158,Georginio,Rutter,Georginio,6,3,6.0,95,4.57,1.67,6.24,27.90,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,19,0.25,0.0,0.09,0.34,1.52,1.58,100,575,106,220,1.04,0.33
159,Solly,March,March,6,3,6.0,7,0.09,0.32,0.41,2.82,161,0,0,0,3,0,0,0,2,0,0,0,25,24.0,59.6,18.0,10.1,1,0.05,0.0,0.18,0.23,1.58,1.68,79,554,382,498,0.56,0.0
160,Yankuba,Minteh,Minteh,6,3,6.0,102,4.13,4.99,9.12,28.41,1831,6,5,4,33,0,0,0,6,0,0,8,398,523.8,448.9,615.0,159.1,20,0.2,0.0,0.25,0.45,1.4,1.62,109,584,121,193,0.98,0.2
161,Julio,Enciso Espínola,Enciso,6,3,5.5,59,2.82,1.32,4.14,22.10,1155,2,3,2,22,0,0,0,3,0,0,5,224,250.8,268.9,362.0,87.7,14,0.22,0.0,0.1,0.32,1.72,1.71,175,521,200,404,1.09,0.16
162,Brajan,Gruda,Gruda,6,3,5.5,45,1.15,1.93,3.08,12.66,676,1,4,1,15,0,0,0,0,0,0,1,176,196.6,311.6,187.0,69.1,8,0.15,0.0,0.26,0.41,1.69,2.0,189,535,237,485,1.07,0.13
163,Jack,Hinshelwood,Hinshelwood,6,3,5.5,89,2.74,1.50,4.24,30.09,1839,5,3,6,30,0,0,0,5,0,0,8,404,394.6,268.1,304.0,97.0,22,0.13,0.0,0.07,0.2,1.47,1.47,191,537,100,396,1.08,0.29
164,Matt,O'Riley,O'Riley,6,3,5.5,50,2.76,2.04,4.80,14.27,929,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219.0,75.3,11,0.27,0.0,0.2,0.47,1.38,1.94,145,491,197,506,1.07,0.19
165,Abdallah,Sima,Sima,6,3,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,190,536,646,629,0,0
166,Yasin,Ayari,Ayari,6,3,5.0,74,2.51,2.62,5.13,30.15,1958,2,1,7,28,0,0,0,4,0,0,3,358,363.2,507.5,247.0,111.7,22,0.12,0.0,0.12,0.24,1.39,1.29,317,432,224,416,1.01,0.32
167,Carlos,Baleba,Baleba,6,3,5.0,87,3.10,1.21,4.31,39.54,2660,3,1,8,40,0,0,0,6,1,0,7,490,515.4,343.7,193.0,105.2,31,0.1,0.0,0.04,0.14,1.34,1.35,322,437,172,103,1.05,0.27
168,Facundo,Buonanotte,Buonanotte,6,3,5.0,75,4.01,2.29,6.30,29.23,1508,5,2,2,33,0,0,0,8,0,0,6,299,415.8,415.8,318.0,114.7,14,0.24,0.0,0.14,0.38,1.74,1.97,323,438,194,308,0.84,0.12
169,Diego,Gómez Amarilla,Gomez,6,3,5.0,30,0.82,1.16,1.98,9.28,507,1,1,0,13,0,0,0,0,0,0,2,130,124.2,143.2,69.0,33.6,4,0.15,0.0,0.21,0.36,1.65,2.31,319,434,262,548,0.71,0.0
170,James,Milner,Milner,6,3,5.0,6,0.16,0.15,0.31,1.98,170,0,0,1,1,0,0,0,1,0,0,0,27,28.6,66.3,12.0,10.7,3,0.08,0.0,0.08,0.16,1.05,0.53,204,319,304,496,1.59,0.53
171,Jeremy,Sarmiento Morante,Sarmiento,6,3,5.0,1,0.00,0.00,0.00,0.00,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,287,402,369,592,0.0,0.0
172,Tom,Watson,Watson,6,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,325,440,620,539,0,0
173,Mats,Wieffer,Wieffer,6,3,5.0,52,0.80,1.00,1.80,18.89,1003,1,5,2,22,0,0,0,6,0,0,4,243,328.8,230.4,129.0,68.5,10,0.07,0.0,0.09,0.16,1.7,1.97,296,411,231,541,0.9,0.18
174,Malick,Yalcouyé,Yalcouye,6,3,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,335,450,627,584,0,0
175,Joe,Knight,Knight,6,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,502,285,567,509,0,0
176,Adrian,Mazilu,Mazilu,6,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,490,273,557,625,0,0
177,Andrew,Moran,Moran,6,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,468,251,541,606,0,0
178,Danny,Welbeck,Welbeck,6,4,6.5,125,9.58,1.36,10.94,37.40,2109,10,5,7,37,0,0,0,5,0,0,21,484,550.2,331.3,676.0,155.8,24,0.41,0.0,0.06,0.47,1.6,1.58,41,585,33,63,1.02,0.3
179,Evan,Ferguson,Ferguson,6,4,5.5,28,1.13,0.66,1.79,6.39,385,1,0,1,9,0,0,0,0,0,0,2,97,80.0,68.5,104.0,25.0,3,0.26,0.0,0.15,0.41,1.49,2.1,181,527,325,233,0.7,0.23
180,Stefanos,Tzimas,Tzimas,6,4,5.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,202,548,650,492,0,0
181,Charalampos,Kostoulas,Kostoulas,6,4,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,340,455,630,179,0,0
220,Robert,Lynch Sánchez,Sánchez,7,1,5.0,126,0.00,0.02,0.02,38.55,2880,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0.0,77.5,32,0.0,2.97,0.0,0.0,1.2,1.06,254,369,49,41,1.0,0.31
221,Filip,Jörgensen,Jörgensen,7,1,4.5,18,0.00,0.00,0.00,8.83,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,6,0.0,3.33,0.0,0.0,1.47,1.5,466,249,131,428,1.0,0.17
222,Mike,Penders,Penders,7,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,633,98,471,464,0,0
223,Gabriel,Słonina,Slonina,7,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,594,59,440,493,0,0
224,Marc,Cucurella Saseta,Cucurella,7,2,6.0,133,2.79,2.39,5.18,39.94,2988,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358.0,137.9,33,0.08,0.0,0.07,0.15,1.2,1.14,82,557,69,11,0.99,0.27
